geohash,non_acclat,non_acclong,UJAHR,UMONAT,UWOCHENTAG,hour
u1qf5pj,52.422486629857985,9.631169858563783,2018,1,7,17
u1qfnbz,52.38797626533803,9.798449952462219,2017,6,4,23
u1qcvxe,52.38035513265378,9.7390464225371,2017,3,2,8
u1qcgeb,52.36038248027194,9.646401635160617,2017,4,3,8
u1qcxhe,52.320884222782595,9.804452368437547,2018,12,7,15
u1qfn73,52.40175596142217,9.769194371260477,2018,4,5,23
u1qfh0e,52.38570512311586,9.672977725489954,2017,11,3,18
u1qcxq4,52.32809935826047,9.814170022181122,2018,6,5,20
u1qf5wd,52.41881329637735,9.64984785699701,2019,5,1,8
u1r408v,52.387336966235615,9.873155683207639,2018,9,1,21
u1qfj7m,52.402027328133,9.730351615743757,2018,9,7,18
u1qfn33,52.390681669535795,9.768803805733604,2018,12,7,8
u1qcurm,52.37888807720668,9.686170422958222,2017,1,3,7
u1qfpvh,52.41111491815498,9.839367817446085,2019,5,2,9
u1qfn5b,52.40353880461544,9.7560111906809,2017,7,6,12
u1qcy2v,52.344248574142306,9.774769771032842,2017,1,6,20
u1qcutx,52.369819997249465,9.70007544016243,2018,8,7,15
u1qczb6,52.34116395256088,9.836480829544076,2017,10,1,7
u1qfpsv,52.40929341345125,9.829375438998884,2017,7,4,0
u1qf4ys,52.419059204241066,9.618731476761216,2017,5,2,13
u1qcz1u,52.349203485906315,9.806510783771794,2018,7,7,21
u1qcvm8,52.36992061813518,9.723582549391065,2018,12,6,0
u1qczky,52.36497392870084,9.819857596684239,2018,5,7,7
u1qfq6t,52.44053144124745,9.774925194284616,2018,3,6,10
u1qfhqt,52.41872146119356,9.68673905234655,2017,10,3,1
u1qfptf,52.41480553268637,9.82541694314019,2018,12,4,10
u1qcv38,52.347138458841634,9.723521011229133,2017,7,5,1
u1qfqdy,52.442241454787954,9.786582700484576,2018,11,2,1
u1qcv7w,52.358661049685,9.73193079335966,2017,10,1,15
u1qcvug,52.36602226953801,9.749372659365827,2017,8,3,13
u1qfk8x,52.42954359175078,9.699966535763824,2018,12,6,22
u1qcwzv,52.33797203104938,9.796017793740615,2019,3,2,22
u1qfh62,52.39603376643595,9.679889626800417,2017,5,4,23
u1qf78n,52.42765055494082,9.655455156139205,2018,12,5,16
u1qfpwb,52.42011048477182,9.822632389179317,2018,2,2,4
u1qfpms,52.41354231090974,9.816819730571863,2018,3,5,8
u1qcy86,52.34028881277776,9.780899550203097,2017,7,2,7
u1qfphy,52.40939729120979,9.808248044468018,2017,4,3,10
u1qfn7e,52.40320088068869,9.771225332198837,2017,8,1,1
u1qfju2,52.40629631055491,9.745184516735819,2017,8,4,22
u1qfp86,52.38420043411035,9.825482936236181,2018,10,3,5
u1qfn0j,52.38374778967043,9.762924601979506,2017,12,3,8
u1qfp87,52.38454177829681,9.826072838946052,2018,6,5,3
u1qf5bf,52.387943191607725,9.660754915959068,2018,1,3,7
u1qfjcp,52.389156609170804,9.755644289342678,2018,11,1,5
u1qczhz,52.36590182795865,9.810626331226084,2018,2,5,4
u1qfhfv,52.3980507586016,9.708662501236606,2017,2,4,13
u1qcuv8,52.370019000431455,9.702029056191849,2018,5,4,20
u1qfr2j,52.42711692063155,9.818580166934108,2018,5,7,21
u1qcvgz,52.36003646260854,9.755144589967609,2019,3,5,13
u1qcxrd,52.33743321844247,9.813591716467071,2018,10,5,19
u1qfhhb,52.40962698136102,9.66929031255271,2017,3,7,0
u1qfhj7,52.41297018656907,9.673240828174679,2017,10,3,14
u1r1b0j,52.33914799319269,9.851035547451486,2017,8,1,21
u1qcym2,52.36875528275421,9.767615673583556,2018,10,5,5
u1qfpkp,52.405524084560746,9.820710076376352,2018,9,1,17
u1r1bxp,52.37766068659445,9.87596397311526,2018,4,4,6
u1qfhqf,52.421209938878086,9.68293442387708,2017,10,1,10
u1qfpxc,52.42633223729521,9.82433169928614,2019,2,3,22
u1qfqbd,52.429991865634776,9.79179000319857,2017,2,2,9
u1r1bsm,52.36351965605394,9.872863704475016,2017,2,7,18
u1qcy0k,52.34122816424327,9.762689686014472,2018,7,4,0
u1qcwwx,52.33069395072807,9.788151690316012,2018,11,6,9
u1qfhtz,52.414486795463226,9.70006491781036,2017,10,1,4
u1r40b0,52.38325071342791,9.877336267548982,2018,3,7,21
u1r40bb,52.38807909149976,9.877549377372736,2017,6,3,2
u1qfqd7,52.439202051517995,9.782217710891267,2017,8,6,4
u1qcu78,52.35930292026719,9.679628286846299,2017,8,3,22
u1r18mm,52.32386613587721,9.862749066189329,2017,3,7,13
u1qfh6q,52.39593411741569,9.687411956322311,2017,12,2,17
u1qf5j3,52.41247729453661,9.626444279368398,2019,4,2,11
u1qfh9v,52.39364680688042,9.696899321177105,2018,12,2,16
u1qcvd6,52.35187747942188,9.736858264809191,2019,1,7,18
u1qcvwq,52.37386688493815,9.742489977764393,2017,9,5,23
u1qczjs,52.37008804527736,9.805815283345416,2018,6,1,12
u1qf73p,52.43362072146884,9.645942516907672,2018,10,4,8
u1qfnn8,52.418799114383575,9.757201102866345,2018,6,2,5
u1qczv2,52.36870692168482,9.83360876587322,2019,2,3,6
u1qcvwx,52.37536012407925,9.74459322521434,2019,1,5,9
u1qfhrj,52.4222814689508,9.686319506064743,2019,5,5,17
u1qfhef,52.40445106763163,9.693671821948374,2018,4,7,5
u1r1b3z,52.348656843484626,9.86473300250687,2018,7,4,15
u1qfnfj,52.39382546691378,9.79675218935556,2019,1,3,10
u1qcy0f,52.34351058066229,9.759727388343556,2018,5,6,15
u1r1bu0,52.36209508062142,9.876838314358082,2018,11,4,15
u1qfj79,52.4024323623948,9.724794254099864,2019,3,7,23
u1qcgfg,52.35506563672862,9.661374911635601,2019,5,6,4
u1r18we,52.33120524162137,9.87060121881486,2018,10,4,20
u1r402x,52.386675741821186,9.864478521061463,2018,4,1,13
u1qczcs,52.34779355926919,9.839581196245408,2018,1,2,21
u1qcvnr,52.374312247953576,9.721638009518815,2018,2,2,20
u1qcys5,52.36175074878227,9.78272859213606,2018,2,1,20
u1qf5jw,52.413426811598974,9.633000644280326,2018,6,6,7
u1r41hj,52.40567461026745,9.895340993441847,2017,5,1,16
u1r4084,52.38322907775319,9.868770711833472,2019,1,6,2
u1qcsjx,52.32639691232539,9.678545288477542,2019,4,1,16
u1qfj6c,52.398480902905476,9.724819399257226,2019,4,7,2
u1qcype,52.380284246524276,9.76041401045374,2018,1,7,4
u1r40mj,52.410561897199926,9.862708975935549,2018,10,7,17
u1r1bed,52.35816595224041,9.868961456295583,2017,9,1,11
u1qcyc7,52.3460269005805,9.793162725022894,2017,1,1,23
u1r41es,52.40210657302653,9.916087682741493,2018,6,2,23
u1qfqbr,52.428632220843255,9.799062907913035,2018,5,2,2
u1qfjsn,52.40610748426054,9.743117268814764,2018,5,3,2
u1qcytw,52.36959181728858,9.78678352041546,2017,6,5,3
u1qfn8t,52.38686652792826,9.785553756196917,2018,10,7,9
u1qfp4e,52.39668510577418,9.805036366928553,2017,9,5,6
u1qfj7t,52.402818597535926,9.730160781171167,2017,8,5,17
u1qcu51,52.3554309092068,9.6700963152827,2017,3,5,18
u1qfhzd,52.42485018534027,9.70496382294449,2018,2,5,8
u1r1bnw,52.374741782042776,9.85223752838189,2018,8,7,19
u1qcyu9,52.363818708402654,9.790824036608416,2017,9,4,23
u1qcyfv,52.35422254385374,9.796048126733323,2019,1,6,7
u1r1chj,52.36188236829337,9.895152962300942,2018,1,2,21
u1qcubq,52.34076113951026,9.71001389600471,2018,9,2,2
u1qcvx5,52.37808381238855,9.739276442512413,2018,3,4,22
u1qfj03,52.385557226751295,9.713580750523088,2018,10,4,12
u1qcsnm,52.330482993448754,9.675216220746513,2019,3,3,6
u1qfpb5,52.38394136243554,9.837006715012286,2019,3,2,5
u1qcuds,52.35319592997216,9.696215438936628,2019,5,7,0
u1qfhjd,52.4134091000921,9.670975918958677,2019,2,3,10
u1qczpk,52.379242612873504,9.805469365554597,2019,5,6,8
u1qcu5k,52.357577463705944,9.67404046597395,2019,2,6,19
u1qfjnp,52.416649757191955,9.72219258228636,2017,10,3,6
u1qfj0v,52.388056371076274,9.718833168628494,2017,5,5,16
u1qczfh,52.35012536723255,9.838389796763042,2017,10,5,14
u1qcuj5,52.36649696648922,9.672915201528749,2018,9,6,10
u1qcgzj,52.37785389571092,9.665204232845221,2017,6,3,12
u1qfhyg,52.42118780262265,9.705486745910477,2019,1,5,10
u1r18m1,52.323496540369256,9.856933799450886,2017,6,7,12
u1qf4dk,52.39527016292054,9.608069512207566,2017,3,4,22
u1qfnge,52.402276091374844,9.792945844945828,2018,12,4,16
u1qfp34,52.38926881541795,9.814443909697626,2019,3,1,7
u1qcst5,52.3236911016735,9.69440203675172,2019,2,4,2
u1qfpvm,52.41294278472392,9.840456068910957,2017,9,4,21
u1qcynx,52.37458274701182,9.765632387005075,2017,6,5,9
u1qfr72,52.44532429974155,9.811254225813466,2018,6,6,5
u1qfjfm,52.396493059622195,9.752651943749015,2017,5,6,11
u1r1bd0,52.3508944467729,9.867041762452258,2019,5,7,14
u1qfp9e,52.39158678943734,9.826689469507123,2017,8,4,5
u1r40wg,52.420743225668026,9.871169598584837,2018,12,7,19
u1qfj56,52.40074407932335,9.71480674921694,2017,10,3,12
u1qfh50,52.39986551979584,9.66840715030116,2018,5,5,19
u1qcudr,52.351958693685994,9.699961982869786,2017,1,4,4
u1qcgep,52.35643311186903,9.656446667224532,2018,12,6,17
u1r1bb5,52.33893150095834,9.88151021361132,2018,11,5,21
u1r1b4v,52.354854072139354,9.851814956870546,2018,8,6,22
u1qfnwn,52.416379302943334,9.786479020073305,2019,2,6,6
u1qfhkg,52.40915158657626,9.683574763354235,2017,6,2,19
u1qczmm,52.36801776084756,9.818758156225762,2018,7,7,16
u1qcwmm,52.32436366300135,9.774061429564398,2017,8,7,23
u1qfh88,52.386044093189426,9.690833066704293,2018,7,3,11
u1qfp26,52.38469207564771,9.814117164259082,2017,6,6,17
u1qfjtv,52.41503195098746,9.741122254493241,2017,6,2,17
u1qfjd9,52.39778906346679,9.736245131206186,2018,1,2,0
u1qczfp,52.35058296503027,9.843524672308366,2017,4,6,19
u1qfpkh,52.404963615223544,9.817254088538265,2017,8,7,19
u1qczfc,52.353998699240776,9.834479888274636,2017,9,7,2
u1qfq2c,52.43125587848532,9.769266411887305,2017,4,5,5
u1qcv1x,52.34810734772235,9.72206178235078,2018,8,5,11
u1qcxsc,52.32143617053353,9.823589468906645,2019,5,3,19
u1qfr2r,52.42934170084215,9.8212719721087,2017,9,2,21
u1r400r,52.385366274106026,9.853898114435383,2018,12,7,8
u1qcz8q,52.341610247327814,9.83067913117426,2019,2,2,4
u1r1bym,52.37384419021859,9.883972889629502,2017,10,6,11
u1qfjx9,52.425224932808,9.735645022851418,2017,4,2,7
u1r41jm,52.41212114994924,9.89498458270654,2018,10,3,1
u1r1bu5,52.3608906335245,9.881756624078571,2017,7,2,21
u1r1b88,52.3427655864783,9.866017507499977,2019,3,1,13
u1qfhsh,52.4055391789332,9.696627638050064,2018,1,7,15
u1qfr5g,52.44820921594612,9.804389889393116,2017,11,5,19
u1r40et,52.40207308341552,9.872794077386216,2017,1,1,18
u1qcgzn,52.378537742469796,9.666110919324405,2019,4,3,7
u1qfjk1,52.40507593563928,9.724837642334268,2018,12,1,5
u1qfhdj,52.39426542321264,9.6978312001277,2017,6,3,10
u1qcyc8,52.34782195668102,9.78970573236239,2017,6,4,20
u1r415x,52.402054107558655,9.89863372123599,2017,3,2,20
u1qcz91,52.34534403127237,9.82428769697121,2018,1,1,19
u1r18qc,52.332582874048484,9.85659344627041,2019,5,1,19
u1qfhjj,52.41130719129353,9.675104694839693,2018,10,4,16
u1qcu4c,52.35443121961157,9.670408061058163,2018,1,2,19
u1qcy4b,52.3540798602157,9.756936180814261,2018,1,4,15
u1qfp6d,52.3966730736351,9.814130257658665,2017,3,6,20
u1qcu9g,52.3492148470236,9.694222534577035,2018,9,1,9
u1qcuwq,52.374355781012376,9.699337981509014,2019,4,3,15
u1qfn7r,52.40154523826335,9.777314786430637,2017,11,1,17
u1qfpn7,52.41822235851214,9.804850853242321,2019,5,2,21
u1qfj77,52.401380308303615,9.728094945495021,2019,3,7,7
u1qcyny,52.37694997900015,9.764977385510038,2017,4,2,17
u1qfr43,52.440325841823395,9.801906167791655,2017,10,2,7
u1qcun9,52.37462137167624,9.67008122369813,2018,10,4,13
u1qfn2h,52.383017765573705,9.773627270294375,2018,5,2,22
u1qcvty,52.37145541439617,9.742173467565985,2018,4,2,11
u1qcgxy,52.38213412812828,9.655324540414004,2019,3,5,17
u1qcyrp,52.37749506347305,9.77654220333102,2018,2,1,5
u1qfh7p,52.39976028552936,9.689680932470454,2019,1,3,14
u1qcsnu,52.333057742199365,9.673464093949054,2018,2,6,12
u1qfnjg,52.41544496521684,9.760588636855644,2017,11,2,10
u1qcv76,52.356890169330526,9.725882573591253,2018,8,2,0
u1qf5te,52.413501849562635,9.650909667505216,2018,9,5,14
u1qcybm,52.34078025925593,9.795862430660689,2017,8,1,15
u1qcvj7,52.36842621638964,9.71714511763802,2018,5,2,8
u1qfn15,52.38951738118626,9.761208655794784,2017,4,2,17
u1qfn78,52.4029931489108,9.768129105810448,2017,6,2,8
u1qfnmh,52.41047635841971,9.772649941176045,2017,8,6,23
u1qcucq,52.346491927060995,9.70993266880558,2018,1,5,18
u1qfnsp,52.405217664010884,9.787849147884655,2017,4,5,16
u1qfje4,52.400399411285335,9.737775807283523,2017,10,5,4
u1r41ku,52.40892714009561,9.904214418675851,2018,12,5,4
u1qf5r5,52.42166392104398,9.639582146841281,2019,1,3,6
u1qfpp1,52.42170622346323,9.801823112799703,2018,6,2,1
u1r1b1h,52.34524447465519,9.85060869113743,2019,1,3,9
u1qfr98,52.43542382677127,9.822308810110847,2018,10,5,11
u1qcwt8,52.32542274540948,9.779020579055702,2018,10,1,2
u1qfjf9,52.39711093709832,9.746753603151937,2019,5,5,23
u1qfn0u,52.38699315719858,9.761469368119789,2017,4,1,3
u1qf5wu,52.4208345094783,9.652600629590042,2019,3,4,15
u1qcuux,52.36482405498149,9.711763424298985,2017,12,1,7
u1qfk0m,52.42906523790743,9.674843078853211,2017,5,4,22
u1qfnxm,52.42331771517448,9.786017295009266,2018,5,3,8
u1qfn1z,52.392755067778864,9.765566409807738,2017,4,5,20
u1qfn9k,52.39094686809099,9.784504238966225,2018,11,3,5
u1qcsqs,52.33141988142885,9.685780513410393,2017,4,7,3
u1qcyuy,52.36608912112407,9.797785056835037,2018,12,1,19
u1qcvyu,52.376080672982035,9.751080032243328,2018,12,4,0
u1qf5yk,52.41736378686839,9.663596484750366,2018,10,1,8
u1qfqdw,52.44050093531932,9.787104505996071,2019,4,2,20
u1qcxtm,52.32413228473351,9.8287775518639,2018,11,4,18
u1qcye6,52.357000573163525,9.781682893188535,2017,9,1,6
u1qfnbz,52.388163434969826,9.798611236002554,2019,4,5,10
u1qcvx3,52.37943183681503,9.73655041084707,2018,11,7,13
u1r40js,52.41373495191532,9.8498782311184,2018,7,5,3
u1qcv7j,52.35562909778919,9.73078527221772,2018,9,3,14
u1qcy8c,52.34367822037189,9.779491880274746,2018,11,3,14
u1qfjuw,52.40814519791396,9.753245381362357,2018,5,7,7
u1qfn65,52.394935543169765,9.770967823239939,2018,8,5,13
u1qczvu,52.37150350549113,9.83952712481117,2019,3,7,2
u1qfmb0,52.426767285592376,9.746012740273462,2017,6,1,2
u1r407z,52.40407314047486,9.865647928706888,2017,3,2,5
u1qcsm4,52.32365549125406,9.682220618043399,2018,1,7,3
u1qcu8v,52.34332074436737,9.697299993418625,2018,9,5,20
u1qcsph,52.33422589918353,9.674645117772231,2018,8,1,20
u1qfpbq,52.38428578463897,9.841683153403253,2018,8,1,21
u1r1b8s,52.34229339918257,9.87124078140396,2018,5,7,10
u1r1bs2,52.36241951869714,9.865902929273267,2019,3,5,0
u1r1bvc,52.371765176655046,9.87853215314119,2017,7,6,8
u1qfhsf,52.410090426182045,9.692724420185332,2017,8,5,19
u1qfq3j,52.43233242471047,9.773875940557028,2017,6,3,3
u1qf557,52.40132962215365,9.62876846209498,2017,11,7,11
u1r1b3j,52.34573176681186,9.862930681930994,2018,4,1,13
u1qcszj,52.33426167978553,9.70820715457816,2018,7,7,1
u1r1bpt,52.38079112151723,9.85195035680954,2017,3,2,21
u1qfjyf,52.419929311572574,9.748813983234351,2017,11,2,1
u1qcxuj,52.31816320304997,9.839712476335343,2017,3,1,15
u1qfnz3,52.42399245862447,9.790435086751568,2019,3,5,19
u1r409y,52.39372260100721,9.87411539140982,2017,7,4,11
u1qcyt6,52.36866429886418,9.781813458180782,2017,11,3,0
u1r40gx,52.403192558089316,9.886391071186887,2018,12,7,17
u1qcv32,52.34595383793911,9.72396916042712,2019,2,2,23
u1r1bn2,52.37353508629754,9.84462853043632,2017,1,2,9
u1r18rw,52.336539829069814,9.864148324490419,2018,8,2,15
u1r18ns,52.33162814630129,9.849299097168462,2018,4,2,17
u1r40j2,52.411725067229284,9.844470975205923,2017,10,1,20
u1qcv68,52.35336448574553,9.72380526004639,2019,4,6,20
u1qfngv,52.40428779976601,9.79631212459356,2019,4,5,15
u1qfpvu,52.41478240832639,9.838429041162307,2017,6,1,9
u1qcxdt,52.3095140988937,9.829270616699565,2018,5,7,8
u1r1bps,52.38099909105811,9.849987495187333,2017,7,4,1
u1r40jp,52.410823067792975,9.854645236832031,2017,4,3,21
u1r18wt,52.33107846617355,9.87275868677697,2018,11,6,15
u1qfjz7,52.422764986079386,9.750109957932622,2018,8,7,16
u1qcskt,52.32094747763982,9.686895658991936,2018,11,4,13
u1qfr65,52.43884372094393,9.81591405097224,2018,6,6,22
u1qfpqw,52.41941399806211,9.819425399023928,2018,6,6,19
u1r409z,52.39307821091157,9.875800081980627,2017,8,6,11
u1qf5vj,52.411538592495546,9.664367647282017,2018,6,2,17
u1qfp24,52.382992608149586,9.814643260161919,2018,6,6,10
u1qf5qq,52.418168529349664,9.644018956001588,2017,9,3,8
u1qfnxn,52.421492609141815,9.78611552435903,2017,12,3,5
u1qfprb,52.42573446026538,9.811439774352772,2019,2,1,15
u1qfh8q,52.3852338614203,9.699477773914925,2018,5,3,3
u1r18we,52.33147046534539,9.870994942130476,2018,8,7,5
u1qfhj1,52.41109190848687,9.669441791677109,2018,2,7,6
u1r1bu0,52.36165045693013,9.877086335956552,2017,2,4,18
u1qfnhm,52.40686282786866,9.763617911795263,2018,4,3,18
u1qfpwh,52.416818428910425,9.828180754245022,2017,12,1,1
u1qfnye,52.418750911981824,9.79408693625186,2017,10,7,20
u1qcvnt,52.375450908615186,9.719508677992279,2018,1,3,21
u1r1b0d,52.34206853326806,9.8474097857652,2018,3,3,8
u1qfqcu,52.43671713301046,9.79466368159116,2018,5,7,10
u1qfpc7,52.39029218767809,9.837471978843013,2017,1,1,19
u1qfr5r,52.44589310347696,9.810719401250989,2019,2,6,15
u1qfnbq,52.38453014530144,9.797965738323615,2017,6,5,20
u1qfr0q,52.42876437036181,9.808409384990416,2017,2,7,2
u1qcwvb,52.32743901825094,9.788998093947413,2019,3,1,13
u1qfne9,52.40326094563147,9.779445263004027,2017,8,3,14
u1qcsqy,52.33264435259135,9.687348118297258,2017,3,4,18
u1qfqbm,52.42815670471805,9.796177500275055,2019,2,3,3
u1qctnb,52.33214063825936,9.712538740207943,2017,7,7,18
u1qcy0v,52.34364648280128,9.763515389506559,2018,6,5,17
u1r409d,52.39197491884475,9.869524248823936,2017,5,5,22
u1r4079,52.40207497225322,9.856121145576656,2018,1,5,1
u1qfpqm,52.41744639559404,9.81872084703051,2017,6,5,15
u1r1bej,52.356599585398115,9.87391992094744,2019,4,6,8
u1r18xj,52.334644734414,9.87329831518861,2019,5,4,10
u1qcy2g,52.34405996849572,9.771182233949352,2017,5,1,15
u1qcxey,52.315573910503595,9.831304344357932,2018,2,7,16
u1qcww6,52.329339824180146,9.780912860406612,2018,3,1,2
u1qf55f,52.404168873198756,9.627320521883648,2017,3,6,10
u1qczue,52.364337683630225,9.83774347598172,2018,10,3,9
u1qczuc,52.36558970530613,9.834509546762071,2019,1,4,8
u1qcskp,52.31807059930814,9.689348634715731,2017,8,5,6
u1qfnpe,52.424254667808285,9.760430915818713,2018,3,4,3
u1qcupr,52.37906983509065,9.678075644963613,2019,3,5,15
u1qfpb7,52.38492621034269,9.837365367319807,2017,2,6,23
u1qcwvu,52.32786374414333,9.794836054436802,2019,5,5,8
u1qfjn8,52.41913012011334,9.713135105364218,2018,5,5,22
u1qcy5y,52.360221192821925,9.764727934578376,2017,4,3,8
u1qcvjp,52.36693817642144,9.72285483592451,2018,1,2,9
u1qfj8b,52.38801974216547,9.73500826193893,2018,3,5,12
u1qcgdv,52.35483516653073,9.652939718931465,2017,11,6,16
u1qfps3,52.406721952093534,9.823943235432571,2019,5,3,13
u1qfq7g,52.44800612221961,9.771797601762236,2017,9,1,4
u1qcvxd,52.38016037021599,9.737542490339438,2019,2,5,12
u1qcvdw,52.35307065480659,9.742325112840762,2018,7,2,14
u1qfj2p,52.38336203118395,9.73286512297019,2018,1,6,11
u1r40zj,52.42245117389681,9.884437792204855,2018,12,1,21
u1qfpet,52.40265756253184,9.829780361734404,2019,3,4,9
u1qcz2f,52.343665321813575,9.81398322935643,2018,5,3,9
u1qfh6z,52.39917285297189,9.689267253050462,2017,2,1,4
u1r4092,52.3905752366284,9.866454813863857,2019,3,5,15
u1r402s,52.386037852853406,9.861153951571694,2018,5,4,8
u1qcxke,52.32087508625846,9.816167810152825,2017,8,2,14
u1qczbm,52.34071499290232,9.839651048448575,2018,9,7,16
u1r40ed,52.40296042387385,9.869345596888191,2018,8,2,7
u1r1b50,52.35595394104804,9.845014564754628,2018,5,6,6
u1qcuu3,52.36244003880042,9.702788381013972,2019,2,3,6
u1qfh1w,52.39146309695038,9.67731552929523,2019,2,7,4
u1qcykz,52.36550595784919,9.77775898830473,2018,2,3,0
u1r1bte,52.3697252612093,9.87087933441864,2019,5,7,14
u1qctp0,52.33429681767989,9.712876687566393,2018,9,7,15
u1qfq6v,52.44244532046527,9.774932470758824,2018,8,3,2
u1qfne7,52.40181634812031,9.782033510069658,2018,5,7,19
u1qfj5s,52.40290135585515,9.717505083772942,2017,1,4,3
u1qcxdj,52.306824998589725,9.828974276899725,2017,5,3,0
u1qctxg,52.338529352492294,9.738196532978106,2017,8,3,22
u1qfjxx,52.42437061590359,9.743813810253997,2018,4,6,21
u1qcww6,52.33061032808833,9.781350258897339,2018,12,1,17
u1qfk2p,52.426981825676805,9.689410458025039,2019,4,3,20
u1r401e,52.39163291181146,9.847934192471383,2019,5,5,16
u1r18np,52.328734199394425,9.854464918121359,2017,1,5,6
u1qf4uu,52.40948882530617,9.618746642294314,2018,9,7,16
u1qfnx1,52.42257902419907,9.779330583607273,2017,8,5,15
u1qcytt,52.36977952192653,9.785456419205055,2017,3,7,9
u1r400k,52.38465303112336,9.849812961368722,2019,5,6,1
u1qfp5n,52.399469710107184,9.808834607815523,2018,10,7,22
u1r41ek,52.40166910477168,9.915305292324504,2018,4,4,1
u1qcvhe,52.3645009701282,9.71719421216506,2017,11,3,8
u1qcyyz,52.377152864088465,9.798598465153097,2017,2,6,0
u1qfjgv,52.40463065354136,9.752995539326035,2017,1,3,19
u1qcvtj,52.36768056895857,9.741493285586145,2019,1,3,6
u1qfpp5,52.422243862311035,9.804558412135801,2018,12,2,6
u1qfj90,52.389647466066776,9.73484527523514,2017,2,3,20
u1qcsts,52.32604812510541,9.6955625248084,2018,1,4,8
u1qfjnu,52.42008429416301,9.718711647781264,2017,3,7,13
u1r1848,52.30957816395379,9.844763052414844,2019,5,5,16
u1qcuqd,52.37508331713503,9.682297125334248,2017,10,4,14
u1qfjk3,52.4064116294345,9.724975920453852,2019,1,4,0
u1qfjff,52.39815469451077,9.747955505232271,2018,8,6,14
u1qfp1b,52.39251250636908,9.800321404742467,2017,10,7,15
u1qf4ug,52.41013523095346,9.618089657173037,2019,2,3,2
u1qcuu2,52.36290256998295,9.701952387843166,2019,2,4,11
u1qfhdk,52.39518282023287,9.695747477505483,2019,5,7,13
u1qczph,52.37855038593139,9.806162091687195,2017,6,1,10
u1qfkbm,52.42938645881348,9.708018423404589,2017,4,2,11
u1qf4g8,52.403114818049566,9.613307799407089,2018,9,1,21
u1qfqgu,52.44814679593153,9.795293329000144,2017,7,7,15
u1qczr2,52.37926455605918,9.811895754360496,2017,3,7,19
u1qcutz,52.371415939527445,9.69988223939237,2017,7,2,10
u1qfj3m,52.3897049195984,9.73067802271456,2019,4,7,0
u1r1bv8,52.36952149591878,9.8773582530605,2018,9,6,3
u1qcvw5,52.37239162097426,9.739278539213949,2017,8,2,17
u1qcsq0,52.32811529154616,9.679726847015488,2017,8,1,11
u1qcusv,52.36556866600489,9.698151341392295,2017,10,2,12
u1qcv2e,52.34234451786775,9.72797951569399,2019,2,1,8
u1qczt4,52.36739876952968,9.825770640008503,2017,10,7,14
u1qcucv,52.34951551890672,9.7082128227309,2019,2,3,18
u1qcyvm,52.36786567031704,9.79641348886861,2017,1,6,0
u1qf72j,52.42787942662695,9.642790136103667,2019,4,5,19
u1qcxrh,52.33382003864873,9.816648400700188,2018,1,4,12
u1qfjq2,52.41717396427133,9.723023509882118,2017,4,1,8
u1r1btx,52.370429136298206,9.875631258416444,2018,3,6,7
u1qfj8n,52.3835941313568,9.742633784950172,2017,7,4,22
u1qfjqn,52.41635164903107,9.731207706463024,2017,3,5,13
u1qfny0,52.41676737452321,9.789683038214738,2018,5,4,3
u1qcsuc,52.32171887722117,9.703264240364431,2017,9,6,9
u1qfh6v,52.39928854410133,9.687170217028104,2017,1,2,18
u1qf5xy,52.42554632595526,9.655181159697618,2019,1,6,19
u1qcy5z,52.36065821704228,9.766229840122813,2018,6,4,13
u1qcyu7,52.36224888414565,9.793640845654782,2019,2,2,9
u1qfr1t,52.43608108742441,9.806775744556646,2018,11,4,7
u1qfht4,52.41097729720803,9.693531939220845,2018,2,4,4
u1r1bm2,52.368590095299986,9.855884478218133,2019,4,5,18
u1qczz1,52.37850479246112,9.834677883978012,2017,10,1,1
u1qcv34,52.345617393863186,9.726732052729224,2018,10,7,22
u1qfj0e,52.3864339505321,9.71677910685462,2018,12,7,4
u1qfqe0,52.44401714691557,9.779083322225144,2019,4,2,18
u1qczqf,52.37615241670483,9.81375755906615,2018,12,7,9
u1qcgcv,52.348736868960195,9.664588906408994,2018,8,6,14
u1qfnv8,52.41410243562559,9.78962241697169,2018,3,6,5
u1qfr4v,52.442364047072644,9.807258974143117,2019,5,5,10
u1qczjp,52.367338034332334,9.810292898754764,2018,8,2,1
u1r407s,52.402751713594284,9.861251740324493,2018,5,5,2
u1qfr29,52.43008196048213,9.812362697083863,2019,5,7,7
u1r1c59,52.35891472905011,9.88957809337399,2018,3,2,4
u1r40kx,52.40778599457908,9.86496483811289,2017,4,7,8
u1qfn61,52.393825295431135,9.769061816880047,2019,1,4,7
u1qcsr7,52.3352869618089,9.684437409708659,2017,2,1,8
u1qfq2j,52.42793816640164,9.774767283671897,2017,1,4,8
u1qfjxk,52.42282317439752,9.739533052252838,2019,2,3,19
u1qfh3b,52.39363619585734,9.680121741356812,2018,11,3,2
u1qcysx,52.36460890545323,9.788706334872334,2018,8,6,4
u1qcvqg,52.37600052868046,9.727846196531255,2018,1,7,21
u1r1bpp,52.3775124100134,9.8541801179231,2017,1,1,1
u1r18pw,52.33674302547458,9.85290811081625,2017,8,5,2
u1r18wc,52.333073662282175,9.867351419055334,2017,2,7,10
u1r1b0j,52.339883515411735,9.851879739514867,2018,5,3,4
u1qfpfb,52.3983399270469,9.833939181319225,2017,10,5,3
u1qfps0,52.404878456311316,9.822153588547293,2017,11,3,15
