geohash7,nonacc_lat,nonacc_long,UJAHR,UMONAT,UWOCHENTAG,hour,geohash,cluster_id
u1qfhkz,52.409859560267584,9.689258164534523,2017,12,7,20,u1qfhk,1429.0
u1r4071,52.40020897099123,9.856571183954141,2017,7,5,14,u1r407,2299.0
u1qfpqh,52.41643550073451,9.81700092672801,2019,1,7,0,u1qfpq,-1.0
u1qcvuz,52.365347998314355,9.755116370291123,2017,12,7,16,u1qcvu,165.0
u1qcwqx,52.33133618049806,9.777103724561751,2018,5,1,5,u1qcwq,756.0
u1qcxpd,52.33653796563818,9.802601635763745,2017,4,4,16,u1qcxp,842.0
u1qfjqk,52.4184577349042,9.728917467499073,2018,2,7,19,u1qfjq,165.0
u1qfqgt,52.44598795579563,9.796378501236894,2019,5,1,8,u1qfqg,-1.0
u1r18nj,52.3279388043351,9.851268556962948,2017,1,6,19,u1r18n,2214.0
u1qfhcg,52.39316843761548,9.705353995215592,2018,7,1,11,u1qfhc,1383.0
u1qfnk5,52.40535995879871,9.771023327937193,2019,4,2,2,u1qfnk,1866.0
u1qfhx4,52.42169506968807,9.693770999369743,2018,7,5,19,u1qfhx,1479.0
u1qf5bq,52.384910280908784,9.665377351066509,2018,3,7,23,u1qf5b,1215.0
u1r40q8,52.419546851472894,9.855546252630477,2017,6,7,19,u1r40q,2335.0
u1qcvhe,52.36369345077923,9.717312025181924,2017,3,7,19,u1qcvh,165.0
u1qfhfm,52.39632402910963,9.708923304061742,2017,12,3,20,u1qfhf,1389.0
u1qf4f3,52.396122483003644,9.614738419457607,2019,3,4,23,u1qf4f,-1.0
u1qcstu,52.326976780264,9.696203148540869,2019,3,6,0,u1qcst,34.0
u1qfr48,52.44073461968026,9.80080455346001,2017,6,7,23,u1qfr4,2205.0
u1qfq3u,52.43705452154325,9.772965109343657,2018,2,4,3,u1qfq3,-1.0
u1qcuqc,52.37660070466693,9.681639449399217,2019,5,2,21,u1qcuq,202.0
u1qcz3u,52.34918254514221,9.816905319043132,2018,1,7,0,u1qcz3,1094.0
u1r1b9b,52.348701873133784,9.866938811863264,2018,5,4,6,u1r1b9,-1.0
u1r40q2,52.41809997490657,9.855556545481367,2018,2,3,9,u1r40q,2335.0
u1r1bed,52.35903272390186,9.869463988637511,2017,1,7,6,u1r1be,2235.0
u1qfhe5,52.39978824436982,9.694310670943034,2019,3,3,3,u1qfhe,1373.0
u1qfnr9,52.42520659122891,9.769146730934343,2017,2,1,2,u1qfnr,2174.0
u1qcygm,52.357421047420004,9.796647368805543,2017,11,4,1,u1qcyg,956.0
u1qcuwq,52.373584525751546,9.698469592826019,2017,4,1,23,u1qcuw,279.0
u1qf5fq,52.39556126392317,9.666507244120057,2018,2,2,19,u1qf5f,1351.0
u1qfn7c,52.40350996866973,9.768982864374891,2017,10,5,21,u1qfn7,1849.0
u1qcunj,52.372736287523956,9.675690659586733,2017,10,3,14,u1qcun,182.0
u1r18mc,52.32653164021056,9.856367500499305,2019,4,4,22,u1r18m,2215.0
u1qfq0x,52.430736079863436,9.766481710096524,2018,7,1,19,u1qfq0,-1.0
u1r41md,52.41355428377772,9.901633828438287,2017,1,4,20,u1r41m,-1.0
u1qcv25,52.3392098037511,9.728241806760199,2017,9,6,14,u1qcv2,57.0
u1r1b4u,52.3551809828917,9.849773771582967,2018,5,3,18,u1r1b4,2226.0
u1qf5p0,52.422294710333745,9.62473937520372,2018,1,2,4,u1qf5p,1213.0
u1r1b93,52.34632003835989,9.867428165632992,2018,1,1,13,u1r1b9,-1.0
u1qcxsj,52.317043086194715,9.829469808822664,2018,7,1,13,u1qcxs,-1.0
u1r1bvw,52.36974468528517,9.886206787285348,2018,6,3,2,u1r1bv,-1.0
u1qcypz,52.38172283184761,9.766450014308779,2017,9,7,17,u1qcyp,1033.0
u1qcyqx,52.37477904945735,9.777148352787453,2018,12,5,12,u1qcyq,1008.0
u1qcv54,52.35632825665625,9.715908334937764,2017,9,4,18,u1qcv5,165.0
u1qcys5,52.36194244634971,9.782056020020477,2017,12,4,18,u1qcys,958.0
u1qf4g8,52.40284732394362,9.614386584248171,2017,11,7,19,u1qf4g,1195.0
u1qfhr7,52.42266634666442,9.683347044960794,2017,2,7,23,u1qfhr,-1.0
u1qfjbz,52.38796182939332,9.754696079088953,2017,4,2,3,u1qfjb,165.0
u1r18pg,52.338153344327424,9.849017442044204,2019,4,1,13,u1r18p,-1.0
u1qfj5m,52.40066717234485,9.719210721477653,2019,4,2,10,u1qfj5,165.0
u1qfqs0,52.4492263238164,9.77858853176301,2019,3,6,4,u1qfqs,-1.0
u1qfhcv,52.39318170349521,9.708091769760156,2018,10,3,15,u1qfhc,1383.0
u1qcy3y,52.34929114093337,9.77624829227064,2018,3,5,17,u1qcy3,905.0
u1qfp34,52.38876843347178,9.813678933613824,2017,12,4,18,u1qfp3,2020.0
u1qfnm3,52.4118531516127,9.769087919386648,2017,1,7,0,u1qfnm,1927.0
u1r1c5v,52.36035268384806,9.895502091474,2018,9,6,20,u1r1c5,-1.0
u1qcxme,52.32514615560696,9.815748305473836,2018,3,2,1,u1qcxm,833.0
u1qfpqt,52.41941459492421,9.817891666506842,2017,5,6,5,u1qfpq,2126.0
u1qcz7q,52.35746117468317,9.819389895632387,2017,9,5,4,u1qcz7,1106.0
u1qcwtk,52.32500891018278,9.784609323953587,2018,6,4,7,u1qcwt,786.0
u1qfr60,52.439050935587254,9.81186541054368,2018,5,3,4,u1qfr6,-1.0
u1qfq8e,52.42957583572357,9.782151866556012,2018,10,3,21,u1qfq8,2181.0
u1qcwtd,52.325875231210524,9.78118248152924,2019,4,4,5,u1qcwt,756.0
u1qfh6y,52.39919812639046,9.688082036191586,2017,6,7,0,u1qfh6,1373.0
u1qcgem,52.35728024514695,9.653536871040464,2018,5,5,4,u1qcge,2.0
u1qcup7,52.379920318496396,9.672434179253214,2018,3,6,4,u1qcup,198.0
u1qcst2,52.32489552678435,9.69070410758006,2018,8,4,10,u1qcst,33.0
u1qfptu,52.415649464642954,9.828134476499402,2017,10,6,4,u1qfpt,2133.0
u1qfh2y,52.38742585762048,9.687368411413576,2017,11,7,14,u1qfh2,1344.0
u1qcyfv,52.35505977889162,9.796409164692612,2018,12,7,20,u1qcyf,961.0
u1r18jv,52.32771289954957,9.851034962798053,2018,6,6,11,u1r18j,2214.0
u1qcy1c,52.349197965067034,9.75816016112869,2017,10,1,6,u1qcy1,895.0
u1qcum9,52.370430099338655,9.68068855980399,2017,5,4,9,u1qcum,204.0
u1qcwux,52.31973730887757,9.799649619189678,2018,3,5,19,u1qcwu,817.0
u1qfp87,52.38528470702109,9.826976325635368,2018,4,7,19,u1qfp8,2067.0
u1r1bh2,52.36258903669837,9.843883804999274,2018,7,2,13,u1r1bh,2223.0
u1qcusf,52.36541586930954,9.693102585874984,2017,10,1,3,u1qcus,165.0
u1r1ber,52.35685236613674,9.876509765548807,2017,1,1,7,u1r1be,-1.0
u1r1b9k,52.34609730155324,9.872494710969693,2019,2,1,2,u1r1b9,-1.0
u1qcvvq,52.36885506020084,9.75429744850564,2018,2,2,5,u1qcvv,165.0
u1qfnk6,52.406993268882076,9.77027560479695,2019,3,1,17,u1qfnk,1928.0
u1qcz48,52.35390279717957,9.800004894175759,2017,9,3,1,u1qcz4,961.0
u1qcyd3,52.3517705530317,9.779583766673452,2018,7,2,1,u1qcyd,954.0
u1qfr47,52.44002288294829,9.804560439839513,2017,7,3,2,u1qfr4,2205.0
u1r40ug,52.40979969362828,9.880974303194408,2018,2,5,23,u1r40u,-1.0
u1qfqfn,52.43795172302585,9.798405146467273,2017,9,3,18,u1qfqf,2198.0
u1qf5qp,52.41578510491504,9.64534392833524,2017,2,7,18,u1qf5q,1234.0
u1qcg7m,52.357184700751546,9.642030791145947,2017,6,2,11,u1qcg7,-1.0
u1qfpp4,52.42201733113362,9.80287536642424,2017,11,2,2,u1qfpp,2119.0
u1qfh2r,52.38447745069947,9.689549964965037,2018,10,6,11,u1qfh2,283.0
u1qf58n,52.383124741443964,9.654399489337136,2017,7,6,7,u1qf58,-1.0
u1qcguh,52.36143636987673,9.662630552844746,2017,9,7,11,u1qcgu,-1.0
u1qfhrd,52.42529409377044,9.682540567489552,2019,3,3,8,u1qfhr,1442.0
u1qfqbm,52.42940882462523,9.796666216187036,2017,2,7,1,u1qfqb,2187.0
u1qfhk2,52.406469364830244,9.68000125531511,2017,9,6,9,u1qfhk,1424.0
u1r1b3s,52.34742660188874,9.860826488981305,2018,3,7,11,u1r1b3,-1.0
u1qfhkb,52.40933901165102,9.680278583476714,2018,12,2,14,u1qfhk,1425.0
u1qfh05,52.38297151396873,9.673268266983428,2017,8,4,11,u1qfh0,198.0
u1qfp3m,52.389887272229146,9.817962259922822,2018,10,4,15,u1qfp3,2027.0
u1qfpnw,52.41881499434698,9.808823836080396,2019,4,7,9,u1qfpn,2124.0
u1qfhrp,52.42204480428686,9.689037980287667,2018,6,1,22,u1qfhr,1479.0
u1qfphb,52.41016727578974,9.800699684333248,2018,2,3,21,u1qfph,1919.0
u1qczmh,52.367339092500714,9.817637818442526,2018,8,2,8,u1qczm,1163.0
u1qfjut,52.407581804770686,9.752128504770154,2017,1,2,5,u1qfju,1780.0
u1qcxq2,52.32968094142558,9.810964326223663,2017,7,6,11,u1qcxq,851.0
u1r1cj4,52.366793866994115,9.891167270790856,2019,5,2,6,u1r1cj,2266.0
u1r1b4c,52.35509899943081,9.845772025282665,2017,6,7,5,u1r1b4,2222.0
u1qcypx,52.38119376553665,9.76636123455272,2017,3,2,16,u1qcyp,1033.0
u1r1874,52.311799034806526,9.858077452487864,2017,9,6,8,u1r187,-1.0
u1qfnju,52.415374728294594,9.761402382329694,2019,4,3,0,u1qfnj,1933.0
u1r40cq,52.38999376068328,9.885236494693356,2019,1,3,14,u1r40c,-1.0
u1r1bee,52.3586910975536,9.871089208672343,2019,5,5,13,u1r1be,2235.0
u1qcyp2,52.37877234428638,9.756354715540104,2017,9,4,11,u1qcyp,165.0
u1qcxdz,52.31030165508989,9.831624539215452,2018,12,7,22,u1qcxd,816.0
u1qcxuw,52.32062953550483,9.8417445561606,2019,5,7,1,u1qcxu,2212.0
u1qfnzv,52.42628026894886,9.796170790817838,2018,8,7,10,u1qfnz,2125.0
u1qcgxu,52.381758279296996,9.652649383825864,2018,3,3,0,u1qcgx,-1.0
u1qcgzn,52.378290344649656,9.665912709717384,2018,4,3,13,u1qcgz,11.0
u1qfp61,52.3941225857154,9.813438335927405,2019,1,3,16,u1qfp6,2054.0
u1qcz30,52.34445038278404,9.812127847778973,2018,4,7,12,u1qcz3,1088.0
u1qcugc,52.35979104441177,9.702651347804007,2019,5,2,21,u1qcug,165.0
u1qfjw8,52.41961137038229,9.734853981762386,2017,1,7,21,u1qfjw,165.0
u1qcxny,52.332032839179824,9.808624364727246,2017,5,6,14,u1qcxn,838.0
u1qcv8z,52.343081834541906,9.743964639635877,2018,1,6,13,u1qcv8,-1.0
u1qfp5n,52.399711197115096,9.80905994309236,2017,6,4,11,u1qfp5,2044.0
u1qcvq7,52.37456034649438,9.727977258803804,2018,2,6,17,u1qcvq,165.0
u1qcgf7,52.35233870631637,9.661597840937702,2017,10,1,21,u1qcgf,3.0
u1r41jx,52.41304823965461,9.898661479405318,2017,12,1,7,u1r41j,2341.0
u1qcsrn,52.334311221194774,9.688364897022806,2018,6,2,4,u1qcsr,28.0
u1qfhhn,52.405468441680114,9.677220762335272,2017,7,1,22,u1qfhh,1414.0
u1qfpbn,52.383720522288534,9.84158989834298,2018,10,4,3,u1qfpb,2077.0
u1r40ys,52.41935877388978,9.883441473221566,2018,1,7,22,u1r40y,-1.0
u1r40f4,52.39470342777224,9.879521892250873,2017,4,1,2,u1r40f,-1.0
u1qcv1w,52.348323776331405,9.720973795192494,2019,4,1,7,u1qcv1,57.0
u1r40ed,52.402147675169495,9.869461545653754,2018,4,7,22,u1r40e,2302.0
u1qcv4v,52.354374230334514,9.719225104394623,2018,9,5,0,u1qcv4,57.0
u1qcyer,52.357426294749295,9.787822688714767,2017,5,4,15,u1qcye,956.0
u1r1bsp,52.361903178236,9.875912996593724,2018,8,6,21,u1r1bs,-1.0
u1qfjzt,52.42500555173563,9.752615698880126,2018,12,4,2,u1qfjz,-1.0
u1qfp0u,52.387517794614745,9.805858638587653,2019,1,2,8,u1qfp0,2014.0
u1qfjh7,52.40633379740506,9.716933552124926,2018,5,4,19,u1qfjh,165.0
u1r40pe,52.425171346214285,9.848835150963508,2018,7,3,20,u1r40p,2333.0
u1r401u,52.392536872073315,9.84980946048318,2017,6,5,21,u1r401,2257.0
u1qfhcq,52.39102814124838,9.70929424621198,2017,5,4,18,u1qfhc,1383.0
u1qcgtp,52.367026431064644,9.656476937040713,2018,8,2,17,u1qcgt,-1.0
u1qcxkh,52.316996524852,9.817283167649826,2019,3,4,4,u1qcxk,823.0
u1qcxrq,52.33524807464984,9.81998837544282,2017,1,4,2,u1qcxr,859.0
u1qcgfy,52.35499341354967,9.666305078086157,2017,6,4,17,u1qcgf,9.0
u1r1bmw,52.36962240200524,9.863654622533565,2018,4,6,22,u1r1bm,2244.0
u1qfhtk,52.41195994307103,9.695770391509713,2018,6,3,10,u1qfht,1402.0
u1qfn30,52.38961201917197,9.768080826154005,2019,4,2,1,u1qfn3,-1.0
u1qcze0,52.35605715833088,9.82233783967495,2019,3,2,21,u1qcze,1134.0
u1qcxk9,52.32015897898618,9.813207142520504,2017,6,6,3,u1qcxk,823.0
u1qcvy4,52.371972761706715,9.748943172077887,2018,3,7,10,u1qcvy,165.0
u1qcuye,52.37538172373515,9.706039316966702,2019,1,6,7,u1qcuy,165.0
u1qfr1z,52.43662475564012,9.809711182353157,2017,4,7,18,u1qfr1,-1.0
u1qcvz3,52.37909832168073,9.746905395545056,2017,5,1,23,u1qcvz,165.0
u1qfnq8,52.41984146014463,9.767647091597741,2017,9,7,3,u1qfnq,1938.0
u1qcxjy,52.327611063899354,9.808597915793717,2018,4,5,1,u1qcxj,851.0
u1qcg7n,52.35546742555978,9.643763064045796,2018,8,1,9,u1qcg7,-1.0
u1r1beh,52.35581811153821,9.871310665980708,2018,4,5,16,u1r1be,-1.0
u1qcyjy,52.37157771097746,9.765425475391527,2018,5,4,5,u1qcyj,165.0
u1qcxrn,52.33431065463303,9.819431115161665,2018,2,2,14,u1qcxr,859.0
u1qczwb,52.37624901224871,9.822582632371374,2017,1,1,20,u1qczw,1192.0
u1qcxzg,52.3375127973437,9.837715823809287,2018,2,4,5,u1qcxz,874.0
u1qcsvm,52.32403076272674,9.707933268562721,2019,1,5,20,u1qcsv,-1.0
u1qfnyw,52.41964401177979,9.797909160158024,2017,12,5,17,u1qfny,1919.0
u1qf4fw,52.39741077255965,9.622107313661774,2018,11,7,18,u1qf4f,-1.0
u1qcz36,52.34592732318446,9.813577136736477,2018,5,3,19,u1qcz3,1088.0
u1qctpv,52.33821077559367,9.718908159872566,2019,4,2,8,u1qctp,57.0
u1qfnj8,52.41348119882385,9.756399467673429,2018,9,6,7,u1qfnj,1786.0
u1qcxy8,52.33106355903762,9.833076259011408,2018,7,5,12,u1qcxy,863.0
u1qcgyc,52.37697097873091,9.659227503452094,2017,1,6,23,u1qcgy,11.0
u1r40wb,52.42116825259661,9.867062602170034,2018,9,1,14,u1r40w,-1.0
u1qcu7v,52.36056586580994,9.686499557083199,2019,3,7,20,u1qcu7,122.0
u1qfjm0,52.41097220035781,9.723980146791732,2018,7,6,14,u1qfjm,1740.0
u1qcy3c,52.34889738771217,9.768756425708595,2017,11,3,9,u1qcy3,905.0
u1qczt9,52.36946048520058,9.824513104921344,2017,7,2,12,u1qczt,-1.0
u1qcsy7,52.32996920571643,9.705887243254377,2017,8,4,4,u1qcsy,35.0
u1qfjtp,52.41101763875628,9.744285416069902,2018,2,1,13,u1qfjt,165.0
u1qcsrr,52.33539521703797,9.688676410941461,2019,4,5,22,u1qcsr,42.0
u1qcuxs,52.38107449466528,9.69554296010532,2018,5,7,19,u1qcux,279.0
u1qcydt,52.35394230401146,9.785596744053668,2018,7,2,16,u1qcyd,955.0
u1qfpsh,52.40589056138226,9.827561106528453,2017,5,3,4,u1qfps,2130.0
u1qcynj,52.37210254308981,9.76309868211066,2018,3,6,7,u1qcyn,165.0
u1qf7bt,52.42953289416933,9.664525993290297,2017,9,7,4,u1qf7b,1335.0
u1qfjuf,52.409038701480405,9.748379025563693,2018,2,3,8,u1qfju,1780.0
u1qcvd6,52.35140341930557,9.736705330605506,2019,3,6,6,u1qcvd,-1.0
u1qfqkr,52.45040235529636,9.777364169132612,2017,10,2,21,u1qfqk,-1.0
u1qfqb3,52.42875873492238,9.790606922803297,2019,3,4,14,u1qfqb,2185.0
u1r40gb,52.40391579779313,9.877603423896794,2017,11,6,6,u1r40g,-1.0
u1qcy28,52.342074264524506,9.767668401702052,2017,4,6,2,u1qcy2,755.0
u1qcy8d,52.34191494563196,9.781707710598255,2017,9,6,4,u1qcy8,938.0
u1qfhkz,52.40932260339085,9.689896787700327,2018,7,6,15,u1qfhk,1402.0
u1qfpj7,52.41302247804453,9.804253645418957,2017,11,6,2,u1qfpj,1919.0
u1r401d,52.3918830704989,9.846613202210033,2018,4,5,4,u1r401,2269.0
u1qfh4m,52.39612623814104,9.675569170087028,2018,5,2,22,u1qfh4,1340.0
u1qfh6x,52.397287378639504,9.689748295466984,2019,4,5,23,u1qfh6,1373.0
u1qfpbt,52.385679794774504,9.839653152633831,2019,5,2,19,u1qfpb,2077.0
u1qfqgc,52.44830644192817,9.790506307504048,2018,8,7,0,u1qfqg,-1.0
u1qcvfn,52.35039496212647,9.754100021518678,2019,3,2,3,u1qcvf,165.0
u1qfpnq,52.41763504047796,9.809250301658812,2018,7,6,5,u1qfpn,2119.0
u1qczhz,52.36524152705202,9.809644281463637,2018,1,3,15,u1qczh,1151.0
u1qfprm,52.42321296854382,9.818965871630953,2018,4,1,3,u1qfpr,2147.0
u1r18pj,52.33465765240796,9.851250441956743,2018,6,6,15,u1r18p,-1.0
u1qfjqf,52.42011657387702,9.725905714855855,2019,1,4,4,u1qfjq,1752.0
u1qfnds,52.396874121448676,9.784530452890245,2019,3,1,7,u1qfnd,1849.0
u1qcxk9,52.32071803163382,9.812381859871689,2018,2,6,15,u1qcxk,823.0
u1qczs4,52.362130674110176,9.825782370687982,2019,3,6,11,u1qczs,1128.0
u1r1bdh,52.350526358183025,9.871677032635963,2017,9,4,8,u1r1bd,2234.0
u1r4022,52.385401186936065,9.85491309646616,2017,8,2,7,u1r402,2257.0
u1qfp0c,52.38819966818567,9.801883361269075,2017,4,3,6,u1qfp0,2003.0
u1qf5fr,52.39577523048491,9.666752009956014,2017,11,6,12,u1qf5f,1351.0
u1r4055,52.3995866326136,9.849138630409104,2018,3,2,8,u1r405,2294.0
u1qcxke,52.32088818298891,9.815646262204645,2017,10,2,23,u1qcxk,823.0
u1r1bh4,52.36120206881653,9.847289267744523,2019,1,4,18,u1r1bh,2224.0
u1qfhbt,52.38691307778205,9.708575913564731,2017,5,5,8,u1qfhb,1383.0
u1r40fs,52.39779893748764,9.882867838962827,2018,10,2,3,u1r40f,2307.0
u1qfqct,52.4362313940585,9.796361256109039,2018,8,4,7,u1qfqc,2189.0
u1qfjy5,52.41584084372363,9.750055635989039,2017,4,5,8,u1qfjy,1799.0
u1qfh0q,52.38525822297007,9.676844359896002,2018,8,6,4,u1qfh0,1341.0
u1qcun6,52.3740980276633,9.671274117748798,2018,12,5,0,u1qcun,192.0
u1qcvtk,52.36879324030526,9.740444083404682,2018,12,3,7,u1qcvt,165.0
u1qf782,52.42847878556167,9.646053276402263,2018,8,3,10,u1qf78,1273.0
u1qcvtg,52.37104219778095,9.739176151107676,2018,8,6,10,u1qcvt,165.0
u1r40d5,52.395025213756675,9.871023730869602,2018,8,5,16,u1r40d,-1.0
u1r417w,52.40322171661784,9.908269776156844,2017,12,1,8,u1r417,-1.0
u1qcyvt,52.3699268109617,9.795925933643508,2019,1,5,4,u1qcyv,1062.0
u1qfhrh,52.42127124828495,9.684874936086606,2018,9,1,9,u1qfhr,-1.0
u1qcugd,52.358187432974546,9.704992284250816,2017,2,6,17,u1qcug,165.0
u1qczm7,52.3685710399139,9.815780071089408,2019,4,7,3,u1qczm,1163.0
u1qfn71,52.40046935556178,9.768289931917526,2018,4,7,9,u1qfn7,165.0
u1qfj35,52.3885949764925,9.728366007876678,2018,11,6,3,u1qfj3,165.0
u1qcug0,52.355419991398364,9.702210564701243,2017,12,4,4,u1qcug,158.0
u1qfj2m,52.385003091958076,9.72993040616713,2019,1,6,10,u1qfj2,165.0
u1qctrq,52.3349675796695,9.732391543752524,2019,4,1,15,u1qctr,81.0
u1qcwp7,52.335398579671356,9.761079663441746,2018,12,5,11,u1qcwp,747.0
u1qf5bp,52.3832758818191,9.666999188063858,2018,9,3,4,u1qf5b,1215.0
u1r1b71,52.35634082657114,9.857352129471773,2019,4,6,21,u1r1b7,2229.0
u1r185k,52.31287176074869,9.84970686017345,2017,8,7,17,u1r185,-1.0
u1qcyzu,52.38226961948597,9.795148202914868,2017,10,5,12,u1qcyz,1872.0
u1qfnr2,52.42292147090791,9.76688563306224,2017,9,1,17,u1qfnr,-1.0
u1r1bww,52.37469518638094,9.874135573868882,2018,1,5,22,u1r1bw,2265.0
u1r187n,52.312389705793294,9.863732372061092,2017,8,5,12,u1r187,-1.0
u1r40y4,52.41667546673069,9.880658637578394,2017,3,6,13,u1r40y,-1.0
u1qfh1n,52.389377322785094,9.67650256409144,2019,4,5,16,u1qfh1,1342.0
u1qcxv3,52.32402488398765,9.835297769504887,2019,4,2,5,u1qcxv,-1.0
u1qcv9d,52.34787850523797,9.737055841756806,2019,1,6,8,u1qcv9,-1.0
u1qczhy,52.36627133072234,9.809235316254963,2018,3,7,9,u1qczh,1151.0
u1qcukw,52.36405456683868,9.687970624911026,2018,11,2,6,u1qcuk,184.0
u1qcz1y,52.3489933959612,9.808922682419816,2019,4,4,13,u1qcz1,1093.0
u1qfnby,52.38757124064722,9.79725664706254,2017,3,5,11,u1qfnb,1878.0
u1r187r,52.313886775340265,9.865314488596033,2017,1,1,8,u1r187,-1.0
u1r1bnc,52.37640432422846,9.845645090478666,2017,6,7,23,u1r1bn,-1.0
u1qcym8,52.369723391566325,9.767269538904543,2018,5,1,15,u1qcym,1008.0
u1r18kc,52.3223277185328,9.857018259376854,2018,7,3,3,u1r18k,-1.0
u1qcwxj,52.333498492619206,9.784850137300914,2017,1,3,19,u1qcwx,792.0
u1qcsyd,52.331455506593926,9.704440690965091,2019,2,2,19,u1qcsy,35.0
u1qf5vk,52.41276032294866,9.662786931122584,2017,6,2,5,u1qf5v,1312.0
u1qcxnj,52.32848731169972,9.806676533169245,2017,3,5,2,u1qcxn,837.0
u1qf4vj,52.41085807460919,9.620042792358817,2018,8,3,9,u1qf4v,1203.0
u1qf5qd,52.41886095013122,9.637921073508872,2019,3,7,18,u1qf5q,1234.0
u1qcycq,52.34709796683686,9.797609404230933,2017,12,7,18,u1qcyc,950.0
u1qfq6y,52.4423874619828,9.775930398958064,2017,10,1,21,u1qfq6,-1.0
u1qf5p2,52.423809392767744,9.625110193366664,2017,1,1,17,u1qf5p,1234.0
u1qf5g8,52.40231217699933,9.65715301110426,2019,3,3,13,u1qf5g,1234.0
u1qf5up,52.406063826537505,9.667962814652416,2017,5,3,5,u1qf5u,1412.0
u1qcvsx,52.36379339473751,9.744720975936817,2018,7,2,0,u1qcvs,165.0
u1qf5pg,52.42631436619567,9.62931249311075,2018,3,7,9,u1qf5p,1234.0
u1qfjp2,52.423869158814746,9.713247622047797,2018,5,3,20,u1qfjp,1746.0
u1qcvtc,52.37146161464325,9.7354011958691,2017,12,7,3,u1qcvt,165.0
u1qcwyu,52.33257508539694,9.79450507240805,2018,9,6,3,u1qcwy,805.0
u1r18rw,52.33624726932489,9.864012462215543,2017,1,5,9,u1r18r,2221.0
u1qfpcr,52.39098468701076,9.843569239885971,2017,11,3,7,u1qfpc,2269.0
u1qfnj8,52.41428341801846,9.755916432029217,2018,9,5,7,u1qfnj,1786.0
u1qfqej,52.44423165982742,9.78532395755891,2018,3,6,5,u1qfqe,-1.0
u1qczxg,52.38222799159875,9.826921695048595,2019,4,4,18,u1qczx,2063.0
u1qczrj,52.37762313495944,9.8189416953346,2019,1,1,15,u1qczr,1174.0
u1qfju6,52.407173523661186,9.747987225684131,2017,12,6,7,u1qfju,1728.0
u1qcz67,52.3516831519981,9.815502580229458,2018,4,6,3,u1qcz6,1103.0
u1qcydw,52.353652555443595,9.786669474994662,2017,12,4,9,u1qcyd,955.0
u1qcwzd,52.337236457184794,9.792342119269529,2018,11,5,8,u1qcwz,807.0
u1qfjje,52.413555789685105,9.716205365288976,2018,3,4,8,u1qfjj,1735.0
u1qcxe9,52.31502497963042,9.824198391695823,2017,8,6,18,u1qcxe,812.0
u1qf5gp,52.39968022329285,9.667811527112894,2017,12,2,9,u1qf5g,1237.0
u1qfhbc,52.38753990444949,9.70330738870026,2017,4,3,14,u1qfhb,1383.0
u1qcury,52.381942798669044,9.688411949333613,2019,3,6,14,u1qcur,283.0
u1qcvtx,52.37000672299022,9.744601942652462,2017,1,1,13,u1qcvt,165.0
u1r1bd6,52.35190272099091,9.868830515439226,2017,9,4,19,u1r1bd,-1.0
u1qcve5,52.35637629348933,9.738487536906094,2019,4,3,0,u1qcve,405.0
u1qcyh3,52.36250861281382,9.757728222683378,2019,2,5,6,u1qcyh,165.0
u1qcuv8,52.37020766368808,9.702249704851393,2019,5,2,9,u1qcuv,165.0
u1qcxtt,52.325520404536654,9.829671915083557,2018,1,2,23,u1qcxt,-1.0
u1qcuz6,52.3798714887899,9.703970404534658,2017,10,7,12,u1qcuz,311.0
u1qfjy6,52.41827189953658,9.748604062082157,2018,1,4,14,u1qfjy,1796.0
u1qcusu,52.36584475174586,9.696164325497566,2018,6,3,20,u1qcus,165.0
u1qcv2d,52.34218982132658,9.726612102641935,2017,3,4,16,u1qcv2,57.0
u1qcvs3,52.362882599664495,9.735779723825953,2018,2,7,20,u1qcvs,486.0
u1qfpg2,52.401052333240116,9.833486099707551,2017,7,1,5,u1qfpg,2081.0
u1qfj3w,52.3913094331003,9.732354304139688,2017,5,2,20,u1qfj3,165.0
u1r1bed,52.359175619631536,9.869539569476721,2018,10,3,13,u1r1be,2235.0
u1qfnru,52.426332078979094,9.773059420279733,2019,4,2,15,u1qfnr,2175.0
u1qczc9,52.34805294237964,9.835090670170633,2017,1,7,1,u1qczc,868.0
u1qcv4h,52.350704849718674,9.717805433736094,2018,12,3,3,u1qcv4,57.0
u1qfq8g,52.43187024113553,9.782308846722717,2017,5,4,11,u1qfq8,2181.0
u1qfj5n,52.39986111584582,9.720544195752012,2018,8,4,4,u1qfj5,165.0
u1qfht4,52.41053935273632,9.692771669006778,2017,7,5,19,u1qfht,1402.0
u1qf5hj,52.404914283393964,9.631831836390115,2018,1,1,17,u1qf5h,-1.0
u1qfjfh,52.39413247787385,9.750949849559225,2017,1,1,17,u1qfjf,165.0
u1qfh95,52.388402522222655,9.695420363282743,2018,4,3,20,u1qfh9,1373.0
u1qcuq5,52.37189270498996,9.68429915073351,2018,4,4,11,u1qcuq,204.0
u1qcxjz,52.32722507798398,9.810726291256561,2017,5,3,12,u1qcxj,851.0
u1qcy85,52.33950055348149,9.7822454234439,2018,12,1,12,u1qcy8,937.0
u1qfnxb,52.42649050965501,9.778219437390527,2017,12,5,21,u1qfnx,2175.0
u1qfjmh,52.41067352643964,9.72899110170259,2018,4,4,9,u1qfjm,1740.0
u1qcgy5,52.37233453978345,9.66169530180001,2017,6,5,14,u1qcgy,10.0
u1qcvx2,52.37995631905153,9.734120584501316,2018,7,2,22,u1qcvx,165.0
